,Value,Successor,Res_Cap1,Res_Cap2,Res_Cap3,Res_Cap4,Time,Best Order,Best Successor,"r[j]-OC[j,c,t]"
66199,145.0,"[80960, 67650, 82181, 82291, 67540, 66198]",6,5,2,9,1,4,82181,220.0
23367,422.0,"[39459, 24708, 23366, 38128, 24818, 39349]",9,4,4,9,3,1,38128,100.0
38128,267.0,"[54220, 39469, 38127, 52889, 39579, 54110]",8,4,3,9,2,4,54110,220.0
52889,145.0,"[67650, 54340, 68871, 68981, 54230, 52888]",7,4,2,9,1,4,68871,220.0
67650,0.0,['end'],6,4,1,9,0,0,0,0.0
18904,918.0,"[33665, 20355, 34886, 34996, 20245, 18903]",9,7,8,8,6,4,34886,220.0
33665,764.0,"[33664, 48426, 35116, 49647, 49757, 35006]",8,7,7,8,5,3,49757,200.0
48426,599.0,"[64518, 49767, 48425, 63187, 49877, 64408]",7,7,6,8,4,3,64518,200.0
63187,422.0,"[79169, 79279, 64528, 63186, 77948, 64638]",6,7,5,8,3,1,77948,100.0
20355,764.0,"[21696, 20354, 35116, 21806, 36337, 36447]",9,6,7,8,5,3,36447,200.0
35116,599.0,"[51208, 36457, 35115, 49877, 36567, 51098]",8,6,6,8,4,3,51208,200.0
49877,422.0,"[51328, 65859, 65969, 51218, 49876, 64638]",7,6,5,8,3,1,64638,100.0
64638,267.0,"[79399, 66089, 80620, 80730, 65979, 64637]",6,6,4,8,2,4,80620,220.0
21806,599.0,"[37898, 23147, 21805, 36567, 23257, 37788]",9,5,6,8,4,3,37898,200.0
36567,422.0,"[51328, 38018, 52549, 52659, 37908, 36566]",8,5,5,8,3,1,51328,100.0
51328,267.0,"[66089, 52779, 67310, 67420, 52669, 51327]",7,5,4,8,2,4,67310,220.0
66089,145.0,"[82181, 67430, 66088, 80850, 67540, 82071]",6,5,3,8,1,4,82071,220.0
20245,764.0,"[21696, 36227, 36337, 21586, 20244, 35006]",9,6,8,7,5,3,36337,200.0
21696,599.0,"[36457, 23147, 37678, 37788, 23037, 21695]",9,5,7,7,4,3,37788,200.0
21586,599.0,"[37568, 37678, 22927, 21585, 36347, 23037]",9,5,8,6,4,3,37678,200.0
22927,422.0,"[39019, 24268, 22926, 37688, 24378, 38909]",9,4,8,5,3,1,37688,100.0
24268,267.0,"[40360, 25609, 24267, 39029, 25719, 40250]",9,3,8,4,2,4,40250,220.0
25609,145.0,"[41701, 26950, 25608, 40370, 27060, 41591]",9,2,8,3,1,4,41591,220.0
26950,0.0,['end'],9,1,8,2,0,0,0,0.0
23037,422.0,"[37798, 24488, 39019, 39129, 24378, 23036]",9,4,7,6,3,1,37798,100.0
24378,267.0,"[39139, 25829, 40360, 40470, 25719, 24377]",9,3,7,5,2,4,40360,220.0
25719,145.0,"[40480, 27170, 41701, 41811, 27060, 25718]",9,2,7,4,1,4,41701,220.0
27060,0.0,['end'],9,1,7,3,0,0,0,0.0
35006,599.0,"[49767, 36457, 50988, 51098, 36347, 35005]",8,6,7,7,4,3,51098,200.0
49767,422.0,"[65859, 51108, 49766, 64528, 51218, 65749]",7,6,6,7,3,1,64528,100.0
64528,267.0,"[80620, 65869, 64527, 79289, 65979, 80510]",6,6,5,7,2,4,80510,220.0
36457,422.0,"[52549, 37798, 36456, 51218, 37908, 52439]",8,5,6,7,3,1,51218,100.0
51218,267.0,"[67200, 67310, 52559, 51217, 65979, 52669]",7,5,5,7,2,4,67200,220.0
65979,145.0,"[80740, 67430, 81961, 82071, 67320, 65978]",6,5,4,7,1,4,81961,220.0
36347,422.0,"[51108, 37798, 52329, 52439, 37688, 36346]",8,5,7,6,3,1,51108,100.0
51108,267.0,"[67200, 52449, 51107, 65869, 52559, 67090]",7,5,6,6,2,4,67090,220.0
65869,145.0,"[81961, 67210, 65868, 80630, 67320, 81851]",6,5,5,6,1,4,81851,220.0
37798,267.0,"[53890, 39139, 37797, 52559, 39249, 53780]",8,4,6,6,2,4,53780,220.0
52559,145.0,"[68651, 53900, 52558, 67320, 54010, 68541]",7,4,5,6,1,4,68541,220.0
67320,0.0,['end'],6,4,4,6,0,0,0,0.0
37688,267.0,"[52449, 39139, 53670, 53780, 39029, 37687]",8,4,7,5,2,4,53670,220.0
52449,145.0,"[52448, 67210, 53900, 68431, 68541, 53790]",7,4,6,5,1,4,68431,220.0
39139,145.0,"[40480, 39138, 53900, 40590, 55121, 55231]",8,3,6,5,1,4,55121,220.0
53900,0.0,['end'],7,3,5,5,0,0,0,0.0
39029,145.0,"[40480, 55011, 55121, 40370, 39028, 53790]",8,3,7,4,1,4,55011,220.0
40480,0.0,['end'],8,2,6,4,0,0,0,0.0
40370,0.0,['end'],8,2,7,3,0,0,0,0.0
53790,0.0,['end'],7,3,6,4,0,0,0,0.0
15992,1269.0,"[30753, 17443, 31974, 32084, 17333, 15991]",9,9,10,9,9,4,31974,220.0
30753,1142.0,"[30752, 45514, 32204, 46735, 46845, 32094]",8,9,9,9,8,4,46735,220.0
45514,990.0,"[61606, 46855, 45513, 60275, 46965, 61496]",7,9,8,9,7,4,61496,220.0
60275,918.0,"[76257, 76367, 61616, 60274, 75036, 61726]",6,9,7,9,6,4,76257,220.0
75036,764.0,"[89797, 76487, 91018, 91128, 76377, 75035]",5,9,6,9,5,3,91128,200.0
17443,1142.0,"[18784, 17442, 32204, 18894, 33425, 33535]",9,8,9,9,8,4,33425,220.0
32204,990.0,"[48296, 33545, 32203, 46965, 33655, 48186]",8,8,8,9,7,4,48186,220.0
46965,918.0,"[48416, 62947, 63057, 48306, 46964, 61726]",7,8,7,9,6,4,62947,220.0
61726,764.0,"[76487, 63177, 77708, 77818, 63067, 61725]",6,8,6,9,5,3,77818,200.0
76487,599.0,"[92579, 77828, 76486, 91248, 77938, 92469]",5,8,5,9,4,3,92579,200.0
18894,990.0,"[34986, 20235, 18893, 33655, 20345, 34876]",9,7,8,9,7,4,34876,220.0
33655,918.0,"[48416, 35106, 49637, 49747, 34996, 33654]",8,7,7,9,6,4,49637,220.0
48416,764.0,"[63177, 49867, 64398, 64508, 49757, 48415]",7,7,6,9,5,3,64508,200.0
63177,599.0,"[79269, 64518, 63176, 77938, 64628, 79159]",6,7,5,9,4,3,79269,200.0
77938,422.0,"[93920, 94030, 79279, 77937, 92699, 79389]",5,7,4,9,3,1,92699,100.0
20345,918.0,"[35106, 21796, 36327, 36437, 21686, 20344]",9,6,7,9,6,4,36327,220.0
35106,764.0,"[35105, 49867, 36557, 51088, 51198, 36447]",8,6,6,9,5,3,51198,200.0
49867,599.0,"[65959, 51208, 49866, 64628, 51318, 65849]",7,6,5,9,4,3,65959,200.0
64628,422.0,"[80610, 80720, 65969, 64627, 79389, 66079]",6,6,4,9,3,1,79389,100.0
79389,267.0,"[94150, 80840, 95371, 95481, 80730, 79388]",5,6,3,9,2,4,95371,220.0
21796,764.0,"[37888, 23137, 21795, 36557, 23247, 37778]",9,5,6,9,5,3,37888,200.0
36557,599.0,"[52649, 37898, 36556, 51318, 38008, 52539]",8,5,5,9,4,3,52649,200.0
51318,422.0,"[52769, 67300, 67410, 52659, 51317, 66079]",7,5,4,9,3,1,66079,100.0
66079,267.0,"[80840, 67530, 82061, 82171, 67420, 66078]",6,5,3,9,2,4,82061,220.0
80840,145.0,"[96932, 82181, 80839, 95601, 82291, 96822]",5,5,2,9,1,4,96822,220.0
23247,599.0,"[39339, 24588, 23246, 38008, 24698, 39229]",9,4,5,9,4,3,39339,200.0
38008,422.0,"[52769, 39459, 53990, 54100, 39349, 38007]",8,4,4,9,3,1,52769,100.0
52769,267.0,"[52768, 67530, 54220, 68751, 68861, 54110]",7,4,3,9,2,4,68751,220.0
67530,145.0,"[83622, 68871, 67529, 82291, 68981, 83512]",6,4,2,9,1,4,83512,220.0
82291,0.0,['end'],5,4,1,9,0,0,0,0.0
31974,1142.0,"[48066, 33315, 31973, 46735, 33425, 47956]",8,8,10,8,8,4,47956,220.0
46735,990.0,"[62827, 48076, 46734, 61496, 48186, 62717]",7,8,9,8,7,4,62717,220.0
61496,918.0,"[76257, 62947, 77478, 77588, 62837, 61495]",6,8,8,8,6,4,77478,220.0
76257,764.0,"[76256, 91018, 77708, 92239, 92349, 77598]",5,8,7,8,5,3,92349,200.0
91018,599.0,"[107110, 92359, 91017, 105779, 92469, 107000]",4,8,6,8,4,3,107110,200.0
47956,990.0,"[63938, 64048, 49297, 47955, 62717, 49407]",7,7,10,7,7,4,63938,220.0
63938,918.0,"[63937, 78699, 65389, 79920, 80030, 65279]",6,6,10,6,6,4,79920,220.0
79920,764.0,"[96012, 81261, 79919, 94681, 81371, 95902]",5,5,10,5,5,3,96012,200.0
95902,599.0,"[110663, 97353, 111884, 111994, 97243, 95901]",4,4,10,4,4,3,111994,200.0
111884,422.0,"[127976, 113225, 111883, 126645, 113335, 127866]",3,3,10,3,3,1,126645,100.0
127866,267.0,"[142627, 129317, 143848, 143958, 129207, 127865]",2,2,10,2,2,4,143848,220.0
143848,145.0,"[159940, 145189, 143847, 158609, 145299, 159830]",1,1,10,1,1,4,159830,220.0
159830,0.0,['end'],0,0,10,0,0,0,0,0.0
62717,918.0,"[77478, 64168, 78699, 78809, 64058, 62716]",6,7,9,7,6,4,78699,220.0
77478,764.0,"[93570, 78819, 77477, 92239, 78929, 93460]",5,7,8,7,5,3,93570,200.0
92239,599.0,"[108331, 93580, 92238, 107000, 93690, 108221]",4,7,7,7,4,3,108331,200.0
107000,422.0,"[121761, 108451, 122982, 123092, 108341, 106999]",3,7,6,7,3,1,121761,100.0
78699,764.0,"[94791, 80040, 78698, 93460, 80150, 94681]",5,6,9,6,5,3,94791,200.0
93460,599.0,"[109442, 109552, 94801, 93459, 108221, 94911]",4,6,8,6,4,3,109552,200.0
108221,422.0,"[122982, 109672, 124203, 124313, 109562, 108220]",3,6,7,6,3,1,122982,100.0
122982,267.0,"[139074, 124323, 122981, 137743, 124433, 138964]",2,6,6,6,2,4,138964,220.0
94681,599.0,"[109442, 96132, 110663, 110773, 96022, 94680]",4,5,9,5,4,3,110773,200.0
109442,422.0,"[109441, 124203, 110893, 125424, 125534, 110783]",3,5,8,5,3,1,124203,100.0
124203,267.0,"[140295, 125544, 124202, 138964, 125654, 140185]",2,5,7,5,2,4,140185,220.0
138964,145.0,"[154946, 155056, 140305, 138963, 153725, 140415]",1,5,6,5,1,4,154946,220.0
110663,422.0,"[126755, 112004, 110662, 125424, 112114, 126645]",3,4,9,4,3,1,125424,100.0
125424,267.0,"[141516, 126765, 125423, 140185, 126875, 141406]",2,4,8,4,2,4,141406,220.0
140185,145.0,"[154946, 141636, 156167, 156277, 141526, 140184]",1,4,7,4,1,4,156167,220.0
154946,0.0,['end'],0,4,6,4,0,0,0,0.0
126645,267.0,"[128096, 142627, 142737, 127986, 126644, 141406]",2,3,9,3,2,4,142627,220.0
142627,145.0,"[143968, 142626, 157388, 144078, 158609, 158719]",1,2,9,2,1,4,158609,220.0
158609,0.0,['end'],0,1,9,1,0,0,0,0.0
141406,145.0,"[156167, 142857, 157388, 157498, 142747, 141405]",1,3,8,3,1,4,157388,220.0
156167,0.0,['end'],0,3,7,3,0,0,0,0.0
157388,0.0,['end'],0,2,8,2,0,0,0,0.0
32084,1142.0,"[48066, 48176, 33425, 32083, 46845, 33535]",8,8,9,9,8,4,48066,220.0
48066,990.0,"[48065, 62827, 49517, 64048, 64158, 49407]",7,7,9,8,7,4,64048,220.0
64048,918.0,"[80140, 65389, 64047, 78809, 65499, 80030]",6,6,9,7,6,4,80030,220.0
80030,764.0,"[94791, 81481, 96012, 96122, 81371, 80029]",5,5,9,6,5,3,96122,200.0
96012,599.0,"[112104, 97353, 96011, 110773, 97463, 111994]",4,4,9,5,4,3,112104,200.0
111994,422.0,"[126755, 113445, 127976, 128086, 113335, 111993]",3,3,9,4,3,1,126755,100.0
127976,267.0,"[144068, 129317, 127975, 142737, 129427, 143958]",2,2,9,3,2,4,143958,220.0
143958,145.0,"[145409, 159940, 160050, 145299, 143957, 158719]",1,1,9,2,1,4,159940,220.0
159940,0.0,['end'],0,0,9,1,0,0,0,0.0
48176,990.0,"[64268, 49517, 48175, 62937, 49627, 64158]",7,7,8,9,7,4,64158,220.0
64268,918.0,"[80360, 65609, 64267, 79029, 65719, 80250]",6,6,7,9,6,4,80250,220.0
80360,764.0,"[96452, 81701, 80359, 95121, 81811, 96342]",5,5,6,9,5,3,96452,200.0
96452,599.0,"[112544, 97793, 96451, 111213, 97903, 112434]",4,4,5,9,4,3,112544,200.0
112544,422.0,"[127305, 113995, 128526, 128636, 113885, 112543]",3,3,4,9,3,1,127305,100.0
128636,267.0,"[143397, 130087, 144618, 144728, 129977, 128635]",2,2,3,9,2,4,144618,220.0
144728,145.0,"[159489, 146179, 160710, 160820, 146069, 144727]",1,1,2,9,1,4,160710,220.0
160820,0.0,['end'],0,0,1,9,0,0,0,0.0
64158,918.0,"[78919, 65609, 80140, 80250, 65499, 64157]",6,6,8,8,6,4,80140,220.0
80140,764.0,"[96232, 81481, 80139, 94901, 81591, 96122]",5,5,8,7,5,3,96232,200.0
96122,599.0,"[110883, 97573, 112104, 112214, 97463, 96121]",4,4,8,6,4,3,112214,200.0
112104,422.0,"[128196, 113445, 112103, 126865, 113555, 128086]",3,3,8,5,3,1,126865,100.0
128086,267.0,"[129537, 144068, 144178, 129427, 128085, 142847]",2,2,8,4,2,4,144068,220.0
144068,145.0,"[160160, 145409, 144067, 158829, 145519, 160050]",1,1,8,3,1,4,160050,220.0
160050,0.0,['end'],0,0,8,2,0,0,0,0.0
80250,764.0,"[95011, 81701, 96232, 96342, 81591, 80249]",5,5,7,8,5,3,96342,200.0
96232,599.0,"[112324, 97573, 96231, 110993, 97683, 112214]",4,4,7,7,4,3,112324,200.0
112214,422.0,"[113665, 128196, 128306, 113555, 112213, 126975]",3,3,7,6,3,1,126975,100.0
128196,267.0,"[144288, 129537, 128195, 142957, 129647, 144178]",2,2,7,5,2,4,144178,220.0
144178,145.0,"[160160, 160270, 145519, 144177, 158939, 145629]",1,1,7,4,1,4,160160,220.0
160160,0.0,['end'],0,0,7,3,0,0,0,0.0
96342,599.0,"[97793, 112324, 112434, 97683, 96341, 111103]",4,4,6,8,4,3,112434,200.0
112324,422.0,"[128416, 113665, 112323, 127085, 113775, 128306]",3,3,6,7,3,1,127085,100.0
128306,267.0,"[144288, 144398, 129647, 128305, 143067, 129757]",2,2,6,6,2,4,144288,220.0
144288,145.0,"[159049, 145739, 160270, 160380, 145629, 144287]",1,1,6,5,1,4,160270,220.0
160270,0.0,['end'],0,0,6,4,0,0,0,0.0
112434,422.0,"[128416, 128526, 113775, 112433, 127195, 113885]",3,3,5,8,3,1,127195,100.0
128416,267.0,"[143177, 129867, 144398, 144508, 129757, 128415]",2,2,5,7,2,4,144398,220.0
144398,145.0,"[160490, 145739, 144397, 159159, 145849, 160380]",1,1,5,6,1,4,160380,220.0
160380,0.0,['end'],0,0,5,5,0,0,0,0.0
128526,267.0,"[144618, 129867, 128525, 143287, 129977, 144508]",2,2,4,8,2,4,144508,220.0
144618,145.0,"[160710, 145959, 144617, 159379, 146069, 160600]",1,1,3,8,1,4,160600,220.0
160710,0.0,['end'],0,0,2,8,0,0,0,0.0
144508,145.0,"[159269, 145959, 160490, 160600, 145849, 144507]",1,1,4,7,1,4,160490,220.0
160490,0.0,['end'],0,0,4,6,0,0,0,0.0
160600,0.0,['end'],0,0,3,7,0,0,0,0.0
46845,990.0,"[61606, 48296, 62827, 62937, 48186, 46844]",7,8,8,9,7,4,62827,220.0
61606,918.0,"[77698, 62947, 61605, 76367, 63057, 77588]",6,8,7,9,6,4,77588,220.0
76367,764.0,"[92459, 77708, 76366, 91128, 77818, 92349]",5,8,6,9,5,3,92459,200.0
91128,599.0,"[105889, 92579, 107110, 107220, 92469, 91127]",4,8,5,9,4,3,107220,200.0
62827,918.0,"[78919, 64168, 62826, 77588, 64278, 78809]",6,7,8,8,6,4,78809,220.0
77588,764.0,"[93570, 93680, 78929, 77587, 92349, 79039]",5,7,7,8,5,3,93680,200.0
92349,599.0,"[107110, 93800, 108331, 108441, 93690, 92348]",4,7,6,8,4,3,108441,200.0
107110,422.0,"[123202, 108451, 107109, 121871, 108561, 123092]",3,7,5,8,3,1,121871,100.0
78809,764.0,"[93570, 80260, 94791, 94901, 80150, 78808]",5,6,8,7,5,3,94901,200.0
94791,599.0,"[110883, 96132, 94790, 109552, 96242, 110773]",4,5,8,6,4,3,110883,200.0
110773,422.0,"[112224, 126755, 126865, 112114, 110772, 125534]",3,4,8,5,3,1,125534,100.0
126755,267.0,"[128096, 126754, 141516, 128206, 142737, 142847]",2,3,8,4,2,4,142737,220.0
142737,145.0,"[158829, 144078, 142736, 157498, 144188, 158719]",1,2,8,3,1,4,158719,220.0
158719,0.0,['end'],0,1,8,2,0,0,0,0.0
62937,918.0,"[77698, 64388, 78919, 79029, 64278, 62936]",6,7,7,9,6,4,78919,220.0
77698,764.0,"[77697, 92459, 79149, 93680, 93790, 79039]",5,7,6,9,5,3,93790,200.0
92459,599.0,"[108551, 93800, 92458, 107220, 93910, 108441]",4,7,5,9,4,3,108551,200.0
107220,422.0,"[123202, 123312, 108561, 107219, 121981, 108671]",3,7,4,9,3,1,121981,100.0
78919,764.0,"[95011, 80260, 78918, 93680, 80370, 94901]",5,6,7,8,5,3,95011,200.0
93680,599.0,"[109772, 95021, 93679, 108441, 95131, 109662]",4,6,6,8,4,3,109772,200.0
108441,422.0,"[123202, 109892, 124423, 124533, 109782, 108440]",3,6,5,8,3,1,123202,100.0
123202,267.0,"[123201, 137963, 124653, 139184, 139294, 124543]",2,6,4,8,2,4,139184,220.0
94901,599.0,"[96352, 110883, 110993, 96242, 94900, 109662]",4,5,7,7,4,3,110993,200.0
110883,422.0,"[112224, 110882, 125644, 112334, 126865, 126975]",3,4,7,6,3,1,125644,100.0
126865,267.0,"[142957, 128206, 126864, 141626, 128316, 142847]",2,3,7,5,2,4,142847,220.0
142847,145.0,"[157608, 144298, 158829, 158939, 144188, 142846]",1,2,7,4,1,4,158829,220.0
158829,0.0,['end'],0,1,7,3,0,0,0,0.0
79029,764.0,"[80480, 95011, 95121, 80370, 79028, 93790]",5,6,6,9,5,3,95121,200.0
95011,599.0,"[96352, 95010, 109772, 96462, 110993, 111103]",4,5,6,8,4,2,96352,200.0
110993,422.0,"[127085, 112334, 110992, 125754, 112444, 126975]",3,4,6,7,3,1,125754,100.0
126975,267.0,"[141736, 128426, 142957, 143067, 128316, 126974]",2,3,6,6,2,4,142957,220.0
142957,145.0,"[159049, 144298, 142956, 157718, 144408, 158939]",1,2,6,5,1,4,158939,220.0
158939,0.0,['end'],0,1,6,4,0,0,0,0.0
95121,599.0,"[111213, 96462, 95120, 109882, 96572, 111103]",4,5,5,9,4,3,111213,200.0
111213,422.0,"[127305, 112554, 111212, 125974, 112664, 127195]",3,4,4,9,3,1,125974,100.0
127305,267.0,"[143397, 128646, 127304, 142066, 128756, 143287]",2,3,3,9,2,4,143287,220.0
143397,145.0,"[159489, 144738, 143396, 158158, 144848, 159379]",1,2,2,9,1,4,159379,220.0
159489,0.0,['end'],0,1,1,9,0,0,0,0.0
111103,422.0,"[125864, 112554, 127085, 127195, 112444, 111102]",3,4,5,8,3,1,125864,100.0
127085,267.0,"[143177, 128426, 127084, 141846, 128536, 143067]",2,3,5,7,2,4,143067,220.0
143067,145.0,"[157828, 144518, 159049, 159159, 144408, 143066]",1,2,5,6,1,4,159049,220.0
159049,0.0,['end'],0,1,5,5,0,0,0,0.0
127195,267.0,"[141956, 128646, 143177, 143287, 128536, 127194]",2,3,4,8,2,4,143177,220.0
143177,145.0,"[159269, 144518, 143176, 157938, 144628, 159159]",1,2,4,7,1,4,159159,220.0
159159,0.0,['end'],0,1,4,6,0,0,0,0.0
143287,145.0,"[158048, 144738, 159269, 159379, 144628, 143286]",1,2,3,8,1,4,159269,220.0
159269,0.0,['end'],0,1,3,7,0,0,0,0.0
159379,0.0,['end'],0,1,2,8,0,0,0,0.0
93790,599.0,"[108551, 95241, 109772, 109882, 95131, 93789]",4,6,5,9,4,3,109882,200.0
108551,422.0,"[124643, 109892, 108550, 123312, 110002, 124533]",3,6,4,9,3,1,123312,100.0
123312,267.0,"[139404, 124653, 123311, 138073, 124763, 139294]",2,6,3,9,2,4,139294,220.0
109772,422.0,"[125864, 111113, 109771, 124533, 111223, 125754]",3,5,5,8,3,1,124533,100.0
124533,267.0,"[125984, 140515, 140625, 125874, 124532, 139294]",2,5,4,8,2,4,140515,220.0
139294,145.0,"[154055, 140745, 155276, 155386, 140635, 139293]",1,5,3,8,1,4,155276,220.0
109882,422.0,"[124643, 111333, 125864, 125974, 111223, 109881]",3,5,4,9,3,1,124643,100.0
124643,267.0,"[125984, 124642, 139404, 126094, 140625, 140735]",2,5,3,9,2,4,140625,220.0
139404,145.0,"[155496, 140745, 139403, 154165, 140855, 155386]",1,5,2,9,1,4,155386,220.0
125864,267.0,"[141956, 127205, 125863, 140625, 127315, 141846]",2,4,4,8,2,4,141846,220.0
140625,145.0,"[156717, 141966, 140624, 155386, 142076, 156607]",1,4,3,8,1,4,156607,220.0
155386,0.0,['end'],0,4,2,8,0,0,0,0.0
125974,267.0,"[127425, 141956, 142066, 127315, 125973, 140735]",2,4,3,9,2,4,141956,220.0
142066,145.0,"[158048, 158158, 143407, 142065, 156827, 143517]",1,3,2,9,1,4,158048,220.0
158158,0.0,['end'],0,2,1,9,0,0,0,0.0
140735,145.0,"[155496, 142186, 156717, 156827, 142076, 140734]",1,4,2,9,1,4,156717,220.0
155496,0.0,['end'],0,4,1,9,0,0,0,0.0
156827,0.0,['end'],0,3,1,9,0,0,0,0.0
33535,990.0,"[48296, 34986, 49517, 49627, 34876, 33534]",8,7,8,9,7,4,49517,220.0
48296,918.0,"[64388, 49637, 48295, 63057, 49747, 64278]",7,7,7,9,6,4,64278,220.0
63057,764.0,"[79149, 64398, 63056, 77818, 64508, 79039]",6,7,6,9,5,3,79149,200.0
77818,599.0,"[92579, 79269, 93800, 93910, 79159, 77817]",5,7,5,9,4,3,93910,200.0
92579,422.0,"[93920, 92578, 107340, 94030, 108561, 108671]",4,7,4,9,3,1,107340,100.0
34986,918.0,"[51078, 36327, 34985, 49747, 36437, 50968]",8,6,7,9,6,4,50968,220.0
49747,764.0,"[65729, 65839, 51088, 49746, 64508, 51198]",7,6,6,9,5,3,65839,200.0
64508,599.0,"[79269, 65959, 80490, 80600, 65849, 64507]",6,6,5,9,4,3,80600,200.0
79269,422.0,"[95361, 80610, 79268, 94030, 80720, 95251]",5,6,4,9,3,1,94030,100.0
94030,267.0,"[110122, 95371, 94029, 108791, 95481, 110012]",4,6,3,9,2,4,110012,220.0
36437,764.0,"[37888, 52419, 52529, 37778, 36436, 51198]",8,5,6,9,5,3,52529,200.0
37888,599.0,"[52649, 39339, 53870, 53980, 39229, 37887]",8,4,5,9,4,3,53980,200.0
39339,422.0,"[55431, 40680, 39338, 54100, 40790, 55321]",8,3,4,9,3,1,54100,100.0
51198,599.0,"[65959, 52649, 67180, 67290, 52539, 51197]",7,5,5,9,4,3,67290,200.0
65959,422.0,"[82051, 67300, 65958, 80720, 67410, 81941]",6,5,4,9,3,1,80720,100.0
80720,267.0,"[96812, 82061, 80719, 95481, 82171, 96702]",5,5,3,9,2,4,96702,220.0
95481,145.0,"[110242, 96932, 111463, 111573, 96822, 95480]",4,5,2,9,1,4,111463,220.0
52649,422.0,"[68741, 53990, 52648, 67410, 54100, 68631]",7,4,4,9,3,1,67410,100.0
67410,267.0,"[83392, 83502, 68751, 67409, 82171, 68861]",6,4,3,9,2,4,83392,220.0
82171,145.0,"[96932, 83622, 98153, 98263, 83512, 82170]",5,4,2,9,1,4,98153,220.0
54100,267.0,"[70082, 70192, 55441, 54099, 68861, 55551]",7,3,3,9,2,4,70082,220.0
68861,145.0,"[83622, 70312, 84843, 84953, 70202, 68860]",6,3,2,9,1,4,84843,220.0
83622,0.0,['end'],5,3,1,9,0,0,0,0.0
49627,918.0,"[64388, 51078, 65609, 65719, 50968, 49626]",7,6,7,9,6,4,65609,220.0
64388,764.0,"[80480, 65729, 64387, 79149, 65839, 80370]",6,6,6,9,5,3,80480,200.0
79149,599.0,"[95241, 80490, 79148, 93910, 80600, 95131]",5,6,5,9,4,3,95241,200.0
93910,422.0,"[95361, 109892, 110002, 95251, 93909, 108671]",4,6,4,9,3,1,108671,100.0
108671,267.0,"[123432, 110122, 124653, 124763, 110012, 108670]",3,6,3,9,2,4,124653,220.0
51078,764.0,"[67170, 52419, 51077, 65839, 52529, 67060]",7,5,6,9,5,3,67170,200.0
65839,599.0,"[81931, 67180, 65838, 80600, 67290, 81821]",6,5,5,9,4,3,81931,200.0
80600,422.0,"[95361, 82051, 96582, 96692, 81941, 80599]",5,5,4,9,3,1,95361,100.0
95361,267.0,"[95360, 110122, 96812, 111343, 111453, 96702]",4,5,3,9,2,4,111343,220.0
110122,145.0,"[126214, 111463, 110121, 124883, 111573, 126104]",3,5,2,9,1,4,126104,220.0
52529,599.0,"[68621, 53870, 52528, 67290, 53980, 68511]",7,4,5,9,4,3,68621,200.0
67290,422.0,"[82051, 68741, 83272, 83382, 68631, 67289]",6,4,4,9,3,1,82051,100.0
82051,267.0,"[83392, 82050, 96812, 83502, 98033, 98143]",5,4,3,9,2,4,98033,220.0
96812,145.0,"[112904, 98153, 96811, 111573, 98263, 112794]",4,4,2,9,1,4,112794,220.0
53980,422.0,"[68741, 55431, 69962, 70072, 55321, 53979]",7,3,4,9,3,1,68741,100.0
68741,267.0,"[84833, 70082, 68740, 83502, 70192, 84723]",6,3,3,9,2,4,84723,220.0
83502,145.0,"[99594, 84843, 83501, 98263, 84953, 99484]",5,3,2,9,1,4,99484,220.0
98263,0.0,['end'],4,3,1,9,0,0,0,0.0
55431,267.0,"[71523, 56772, 55430, 70192, 56882, 71413]",7,2,3,9,2,4,71413,220.0
70192,145.0,"[86284, 71533, 70191, 84953, 71643, 86174]",6,2,2,9,1,4,86174,220.0
84953,0.0,['end'],5,2,1,9,0,0,0,0.0
17333,1142.0,"[18784, 33315, 33425, 18674, 17332, 32094]",9,8,10,8,8,4,33315,220.0
18784,990.0,"[33545, 20235, 34766, 34876, 20125, 18783]",9,7,9,8,7,4,34766,220.0
20235,918.0,"[36327, 21576, 20234, 34996, 21686, 36217]",9,6,8,8,6,4,36217,220.0
21686,764.0,"[23137, 37668, 37778, 23027, 21685, 36447]",9,5,7,8,5,3,37778,200.0
23137,599.0,"[23136, 37898, 24588, 39119, 39229, 24478]",9,4,6,8,4,3,39229,200.0
33315,990.0,"[34656, 33314, 48076, 34766, 49297, 49407]",8,7,10,7,7,4,49297,220.0
33425,990.0,"[49517, 34766, 33424, 48186, 34876, 49407]",8,7,9,8,7,4,49407,220.0
49517,918.0,"[65609, 50858, 49516, 64278, 50968, 65499]",7,6,8,8,6,4,65499,220.0
34876,918.0,"[49637, 36327, 50858, 50968, 36217, 34875]",8,6,8,8,6,4,50858,220.0
36327,764.0,"[52419, 37668, 36326, 51088, 37778, 52309]",8,5,7,8,5,3,52419,200.0
37778,599.0,"[53760, 53870, 39119, 37777, 52539, 39229]",8,4,6,8,4,3,53870,200.0
39229,422.0,"[53990, 40680, 55211, 55321, 40570, 39228]",8,3,5,8,3,1,53990,100.0
50968,764.0,"[65729, 52419, 66950, 67060, 52309, 50967]",7,5,7,8,5,3,67060,200.0
52419,599.0,"[53760, 52418, 67180, 53870, 68401, 68511]",7,4,6,8,4,2,53760,200.0
53870,422.0,"[69962, 55211, 53869, 68631, 55321, 69852]",7,3,5,8,3,1,68631,100.0
55321,267.0,"[70082, 56772, 71303, 71413, 56662, 55320]",7,2,4,8,2,4,71303,220.0
